community_id,name,title,description,rules,creator_id,moderators,members_count,is_private,created_at
C093,beautiful93,Beautiful93 Community,Agency bit night participant fill yeah side side recognize month among water film onto.,No spam; Be respectful; No hate,U02847,"U01018,U02750",193,False,2024-10-15
C094,we94,We94 Community,Myself political school move another field could who appear stay them school model condition he.,No spam; Be respectful; No hate,U01515,"U01394,U02379",10960,False,2024-11-12
C095,say95,Say95 Community,Treat better wear throughout Republican authority data.,No spam; Be respectful; No hate,U00870,"U01364,U01756,U00028",16424,False,2025-08-19
C096,design96,Design96 Community,Policy administration two deal ready under above drive sport story worker would step head study.,No spam; Be respectful; No hate,U02208,"U02754,U01277,U00887",7655,False,2025-01-14
C097,another97,Another97 Community,Center east protect think institution now tell phone daughter.,No spam; Be respectful; No hate,U01680,U02362,19730,False,2025-06-10
C098,unit98,Unit98 Community,Important act statement help successful couple single effect action realize among.,No spam; Be respectful; No hate,U01684,U00120,17074,False,2025-07-30
C099,speak99,Speak99 Community,Can ready audience boy city social at Mr cold science western resource reason expect.,No spam; Be respectful; No hate,U01001,"U02317,U01545",4706,False,2024-11-25
C100,few100,Few100 Community,Talk end set house those dark beat suffer customer million along.,No spam; Be respectful; No hate,U02306,U00753,6071,False,2025-03-14
C101,measure101,Measure101 Community,Born also hold base really attack job he.,No spam; Be respectful; No hate,U01820,"U01382,U02772",815,False,2024-12-21
C102,single102,Single102 Community,Kind shoulder production mean window shoulder right analysis add.,No spam; Be respectful; No hate,U02481,U01769,15196,True,2025-07-14
C103,claim103,Claim103 Community,Teacher economy compare left top argue herself water measure different physical from.,No spam; Be respectful; No hate,U00275,"U02778,U00442",5707,True,2024-06-09
C104,set104,Set104 Community,Agent key successful own explain claim natural fish born assume million admit result.,No spam; Be respectful; No hate,U02393,U01036,10186,False,2024-12-21
C105,shake105,Shake105 Community,Have century billion do high none sport shoulder build different pick nor.,No spam; Be respectful; No hate,U01788,"U01949,U00671,U00470",12580,False,2024-02-27
C106,back106,Back106 Community,Power treat visit population executive pattern last.,No spam; Be respectful; No hate,U02258,"U00794,U02810,U00974",7626,False,2025-05-08
C107,smile107,Smile107 Community,Raise partner generation write lawyer try check movie growth certain.,No spam; Be respectful; No hate,U00298,"U02443,U00646,U02368",12433,False,2025-04-18
C108,public108,Public108 Community,White home either civil science it feel amount improve.,No spam; Be respectful; No hate,U00601,U00011,11098,False,2025-01-08
C109,until109,Until109 Community,Surface would by phone decade image third leave laugh weight less full program card morning.,No spam; Be respectful; No hate,U00349,U00710,13743,True,2024-02-13
C110,else110,Else110 Community,Republican nothing way role six guy leg television society hear.,No spam; Be respectful; No hate,U02291,U00596,16791,False,2024-12-25
C111,food111,Food111 Community,Hotel like myself laugh toward what thank include current front.,No spam; Be respectful; No hate,U01821,"U01146,U00745,U01860",1824,False,2025-04-26
C112,voice112,Voice112 Community,Process view it wall agency deal note common worker.,No spam; Be respectful; No hate,U02293,"U02012,U02218",17595,False,2025-09-05
C113,response113,Response113 Community,Shoulder political offer song character first early school several main particular shake most physical along.,No spam; Be respectful; No hate,U00683,"U00596,U00255,U01640",6391,False,2025-06-22
C114,bill114,Bill114 Community,Beat across television apply system finish top data.,No spam; Be respectful; No hate,U02705,"U02842,U00106,U00325",5535,False,2025-03-24
C115,city115,City115 Community,Film at perhaps firm toward land full compare field sort.,No spam; Be respectful; No hate,U02267,U01193,8526,False,2024-11-21
C116,collection116,Collection116 Community,Clear budget travel important no pick record example summer.,No spam; Be respectful; No hate,U01498,"U02375,U01328,U00563",8921,False,2024-01-11
C117,enjoy117,Enjoy117 Community,Professional chair knowledge sense career herself here color.,No spam; Be respectful; No hate,U02326,"U02837,U00080",14028,False,2024-07-25
C118,again118,Again118 Community,Read stand us once consider thus wife water note those write though attention career feel hour.,No spam; Be respectful; No hate,U01803,U02846,8473,False,2024-09-23
C119,citizen119,Citizen119 Community,Year social protect which fly represent we bar.,No spam; Be respectful; No hate,U00725,"U01889,U00891",14895,False,2025-06-23
C120,player120,Player120 Community,Administration through individual college surface court exactly minute trouble majority town appear draw fill.,No spam; Be respectful; No hate,U01027,"U02027,U02243",17624,False,2024-12-08
C121,list121,List121 Community,Front evening yet prevent process four all the unit action off few current.,No spam; Be respectful; No hate,U00015,"U02864,U02483,U01117",13700,False,2024-12-29
C122,many122,Many122 Community,Home receive establish heart happen mention year interesting religious car get energy.,No spam; Be respectful; No hate,U01877,U01778,2881,False,2025-04-22
C123,data123,Data123 Community,Example bar last public south tree technology time age campaign seven drug computer assume.,No spam; Be respectful; No hate,U02106,"U02485,U01859,U00628",17933,False,2024-11-05
C124,owner124,Owner124 Community,Single tell act add southern thank pay choose personal the.,No spam; Be respectful; No hate,U02140,U02453,4517,False,2024-04-23
C125,magazine125,Magazine125 Community,Them skill black business region current second ball begin week about social do anyone bag fly.,No spam; Be respectful; No hate,U01643,"U02948,U00292,U02898",12425,False,2024-12-05
C126,next126,Next126 Community,Live culture write painting control explain put ten article continue.,No spam; Be respectful; No hate,U00110,U01400,6468,False,2024-02-27
C127,according127,According127 Community,Compare culture century my win record reflect away.,No spam; Be respectful; No hate,U02644,"U01738,U00137,U01371",12737,False,2024-11-04
C128,culture128,Culture128 Community,Series direction house structure father include political design economy general drive according.,No spam; Be respectful; No hate,U02224,"U00044,U00825,U00305",13203,False,2025-01-01
C129,voice129,Voice129 Community,Example claim article management total art sense involve purpose together knowledge.,No spam; Be respectful; No hate,U02365,"U02605,U00263",4779,False,2025-02-10
C130,size130,Size130 Community,Five sign trial recently painting where notice road.,No spam; Be respectful; No hate,U00782,U00714,8651,False,2025-06-15
C131,from131,From131 Community,Group specific have feel major national seat direction color real important they food someone.,No spam; Be respectful; No hate,U01479,U01529,8899,False,2024-11-05
C132,you132,You132 Community,Less tonight laugh center seek information agency cause first wrong place human add.,No spam; Be respectful; No hate,U00074,U02363,19839,False,2025-04-24
C133,strong133,Strong133 Community,Character watch describe administration line even cup market citizen.,No spam; Be respectful; No hate,U02279,"U01072,U02279,U00081",17164,False,2025-06-29
C134,themselves134,Themselves134 Community,Everyone couple parent material itself surface maintain program government black well relationship part center million.,No spam; Be respectful; No hate,U00486,"U00005,U02836",16907,False,2025-06-16
C135,miss135,Miss135 Community,Indicate actually final city piece range investment business can example.,No spam; Be respectful; No hate,U01640,"U00421,U01504",5638,True,2024-12-28
C136,share136,Share136 Community,Southern ten hard wife as language indicate decide for do the fine.,No spam; Be respectful; No hate,U02658,U02968,1846,False,2024-08-09
C137,whole137,Whole137 Community,Skill never officer former create camera focus plan wife director or down standard major.,No spam; Be respectful; No hate,U00239,"U00927,U00922",13964,False,2025-03-25
C138,many138,Many138 Community,Finish thing his chance focus more leg.,No spam; Be respectful; No hate,U01528,"U01814,U02446,U01554",14894,False,2025-05-18
C139,wear139,Wear139 Community,At hope cover show Republican hair sing listen development able green.,No spam; Be respectful; No hate,U01203,"U00341,U02744",1809,False,2024-02-22
C140,pressure140,Pressure140 Community,No situation what machine fire third customer specific could type painting fast art those.,No spam; Be respectful; No hate,U00376,U02338,66,False,2024-12-30
C141,need141,Need141 Community,Executive so institution stand action end century agent prepare several bad let travel challenge.,No spam; Be respectful; No hate,U00209,U02034,18245,False,2024-01-22
C142,process142,Process142 Community,New order serve blue event every relationship law clear campaign what buy.,No spam; Be respectful; No hate,U02976,U00049,12247,True,2024-09-27
C143,trip143,Trip143 Community,Need hard firm result nearly pick position how force structure alone executive.,No spam; Be respectful; No hate,U02725,"U02316,U01940",5406,False,2025-05-01
C144,others144,Others144 Community,Always memory reveal require market until cause bill clear research begin growth ground ball gas.,No spam; Be respectful; No hate,U00941,"U02797,U02531,U00720",1123,False,2025-06-07
C145,available145,Available145 Community,Hundred artist indicate smile reason nature become debate city several than dinner argue raise.,No spam; Be respectful; No hate,U00706,"U01928,U01493,U02558",19810,False,2025-05-18
C146,agent146,Agent146 Community,Poor recently long among serve wear west.,No spam; Be respectful; No hate,U01888,"U02838,U02679,U02719",10986,False,2025-04-10
C147,certain147,Certain147 Community,Floor hold plant how member face age resource increase attack customer along director man.,No spam; Be respectful; No hate,U01730,"U02438,U01849",10182,False,2025-08-13
C148,happy148,Happy148 Community,Ok happy together clearly defense movie trip season.,No spam; Be respectful; No hate,U00685,"U00620,U01572",8501,False,2024-05-08
C149,father149,Father149 Community,News memory civil cut parent free force employee budget experience agreement.,No spam; Be respectful; No hate,U00231,"U00342,U01657",9363,False,2025-08-27
C150,player150,Player150 Community,Show daughter both hold blood value day service save fear ready Democrat order field less.,No spam; Be respectful; No hate,U02945,U01806,9609,True,2025-09-08
C151,raise151,Raise151 Community,Discover three such describe agency actually stop team deal water home force worker own close man.,No spam; Be respectful; No hate,U02786,"U00381,U00769",7860,False,2025-08-29
C152,option152,Option152 Community,Experience would tax eat pattern this system people tax water us field high nothing city apply.,No spam; Be respectful; No hate,U02510,U01820,13935,False,2024-11-03
C153,dinner153,Dinner153 Community,Wife score health evidence president father alone build center lead.,No spam; Be respectful; No hate,U02349,"U02491,U01833,U01554",17534,False,2025-06-09
C154,work154,Work154 Community,Build PM weight society they usually company both right lay.,No spam; Be respectful; No hate,U01544,U02172,10543,False,2025-08-18
C155,various155,Various155 Community,Reason event against none as reality democratic huge help also it letter company actually today prevent.,No spam; Be respectful; No hate,U00363,"U01234,U02453",1571,False,2025-02-08
C156,speech156,Speech156 Community,Report rest dark environment provide white could ready special yet analysis.,No spam; Be respectful; No hate,U01222,"U02964,U01602,U02115",16733,False,2024-07-30
C157,order157,Order157 Community,Next reflect social resource score expert because happen star name health top risk.,No spam; Be respectful; No hate,U02410,"U00143,U02112,U00239",6978,False,2025-09-11
C158,now158,Now158 Community,Fly police imagine oil head work should challenge pull.,No spam; Be respectful; No hate,U01383,"U01642,U00701,U01161",1528,False,2024-12-11
C159,visit159,Visit159 Community,Put imagine which beat education case under population late much quite threat gas truth.,No spam; Be respectful; No hate,U01047,"U01355,U00110",18561,False,2025-03-09
C160,process160,Process160 Community,Out music story city sometimes cause staff day really.,No spam; Be respectful; No hate,U01789,U00749,8518,False,2024-07-08
C161,beat161,Beat161 Community,Thing wrong name mind offer effort nearly walk science range skin major for.,No spam; Be respectful; No hate,U01300,U01808,19421,False,2024-03-31
C162,think162,Think162 Community,Nature house prevent hotel officer seek reach write difficult popular choose really.,No spam; Be respectful; No hate,U00371,"U00233,U02872,U02123",12237,False,2025-10-31
C163,some163,Some163 Community,Respond throw wide son manager trouble reason fill sense field.,No spam; Be respectful; No hate,U00291,"U01026,U01681,U02775",13953,False,2025-04-18
C164,determine164,Determine164 Community,Point week course administration fast debate still quite attack laugh budget war product action our.,No spam; Be respectful; No hate,U02269,"U02978,U01317,U02444",7336,False,2024-02-29
C165,gun165,Gun165 Community,Heart field people try play order quickly with matter goal eight list something.,No spam; Be respectful; No hate,U00995,"U02363,U01688",3909,False,2024-06-11
C166,soldier166,Soldier166 Community,Show institution onto thing we range yes here while service beautiful edge begin early store.,No spam; Be respectful; No hate,U00215,"U01860,U02963,U02845",6556,False,2025-06-22
C167,program167,Program167 Community,Lawyer see drop worker alone finally since take.,No spam; Be respectful; No hate,U02179,U00164,5168,False,2025-10-28
C168,direction168,Direction168 Community,Improve act campaign television sit very know maybe leg recent hold understand president any one recently.,No spam; Be respectful; No hate,U01715,"U00635,U01418",16281,False,2024-04-14
C169,military169,Military169 Community,Total fall clear face former body choice study current.,No spam; Be respectful; No hate,U00036,"U01360,U01215",17962,False,2025-09-30
C170,mention170,Mention170 Community,Accept simply southern town significant analysis consumer future raise suffer.,No spam; Be respectful; No hate,U02353,"U01984,U02245,U00418",4667,False,2025-10-25
C171,drop171,Drop171 Community,Space way break clearly car without painting age many some involve remain today.,No spam; Be respectful; No hate,U01155,"U02798,U01047",20000,False,2024-08-05
C172,home172,Home172 Community,Blood list everything newspaper institution assume enjoy we group husband try trade then building class.,No spam; Be respectful; No hate,U01831,"U01584,U00021",9706,False,2024-07-11
C173,own173,Own173 Community,Professor land you health enjoy at so control including.,No spam; Be respectful; No hate,U01867,U01974,17995,False,2025-06-13
C174,opportunit174,Opportunit174 Community,Discussion challenge card reduce action art small.,No spam; Be respectful; No hate,U01944,U00331,8643,False,2024-12-21
C175,budget175,Budget175 Community,Program one across they case TV team song country listen long between hold plant must.,No spam; Be respectful; No hate,U00751,"U01377,U02193",1603,False,2024-09-24
C176,summer176,Summer176 Community,Certainly camera member technology attention message would not.,No spam; Be respectful; No hate,U00591,"U00742,U01736,U01827",14070,False,2025-01-26
C177,employee177,Employee177 Community,Send style gun different energy arrive it that sister agree public us hospital paper term security.,No spam; Be respectful; No hate,U02124,"U02535,U01864,U02416",17802,False,2024-12-31
C178,care178,Care178 Community,Past so thousand position sense church out explain significant item all at be through.,No spam; Be respectful; No hate,U01355,"U01142,U01350",16850,False,2024-12-17
C179,child179,Child179 Community,Hard hotel let southern true field movement.,No spam; Be respectful; No hate,U01208,U00966,9147,True,2025-04-19
C180,general180,General180 Community,Talk like maintain serious style operation nice radio out skill case.,No spam; Be respectful; No hate,U00558,"U02381,U02835,U00873",13679,False,2024-01-03
C181,green181,Green181 Community,Reality window mouth pattern as pick various themselves.,No spam; Be respectful; No hate,U02832,"U02467,U01782",6013,False,2024-09-15
C182,phone182,Phone182 Community,Direction unit food dream course win court friend put everything our prove could party skin.,No spam; Be respectful; No hate,U02718,U02861,19102,False,2024-10-19
C183,suffer183,Suffer183 Community,Couple rather Republican need daughter leg minute bring reveal factor east.,No spam; Be respectful; No hate,U01021,"U02470,U00112,U00455",5069,False,2025-10-15
C184,piece184,Piece184 Community,Consumer positive market early machine establish nothing Mr chair paper education whom.,No spam; Be respectful; No hate,U02163,"U01207,U01961",19843,False,2025-07-12
C185,tax185,Tax185 Community,Worker about country various until lawyer yard on everyone note current anything into word other.,No spam; Be respectful; No hate,U02741,"U01668,U00487",2340,False,2024-11-14
